name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,easting,northing,longitude,latitude,runtime,price_range
Bell,29 Bush Lane,London,Cannon Street,City and County of the City of London,,,E09000001,Dowgate,E05009303,532668.0001,180826.0001,-0.088014767,51.51028361,03/20/2022,£
Oyster Shed,1 Angel Lane,London,Cannon Street,City and County of the City of London,,,E09000001,Dowgate,E05009303,532684.0001,180709.0001,-0.087828352,51.50922832,03/20/2022,£
Banker,Cousin Lane,London,Cannon Street,City and County of the City of London,,,E09000001,Dowgate,E05009303,532524.0001,180695.0001,-0.090138072,51.50914005,03/20/2022,£
City Bar,The Steel Yard. 13-16 Allhallows Lane,London,Cannon Street,City and County of the City of London,,,E09000001,Dowgate,E05009303,532605.0001,180736.0001,-0.088956021,51.50948953,03/20/2022,£
Three Cranes,28 Garlick Hill,London,Blackfriars,City and County of the City of London,,,E09000001,Vintry,E05009311,532377.0001,180954.0001,-0.092158029,51.51150227,03/20/2022,£
Samuel Pepys,"Stew Lane , High Timber Street",London,Blackfriars,City and County of the City of London,,,E09000001,Queenhithe,E05009309,532220.0001,180770.0001,-0.094488411,51.50988534,03/20/2022,£
Northbank,1 St Paulâ€™s Walk,London,Blackfriars,City and County of the City of London,,,E09000001,Queenhithe,E05009309,532134.0001,180794.0001,-0.095718083,51.51012116,03/20/2022,££
Rudds,148 Queen Victoria Street,London,Blackfriars,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531837.0001,180967.0001,-0.099931135,51.51174539,03/20/2022,££
Black Friar,174 Queen Victoria Street,Blackfriars,,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531673.0001,180862.0001,-0.102332572,51.51083995,03/20/2022,£££
Centre Page,29-33 Knightrider Street,London,Blackfriars,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,532043.0001,180994.0001,-0.096953856,51.51193994,03/20/2022,£
Cockpit,7 St Andrew's Hill,London,Blackfriars,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,531851.0001,181044.0001,-0.099700679,51.51243417,03/20/2022,££
Shaw's Booksellers,31-34 St Andrews Hill,London,Blackfriars,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531838.0001,180996.0001,-0.099905884,51.5120058,03/20/2022,£
Rising Sun,61 Carter Lane,London,Blackfriars,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,531844.0001,181065.0001,-0.099793652,51.51262454,03/20/2022,£
Patch Bar,58-60 Carter Street,London,Blackfriars,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,531828.0001,181082.0001,-0.100017758,51.51278106,03/20/2022,£££
Albion,2-4 New Bridge Street,London,Blackfriars,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531622.0001,181135.0001,-0.102965206,51.51330544,03/20/2022,£££
St Brides Tavern,1 Bridewell Place,London,Blackfriars,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531615.0001,181054.0001,-0.103096282,51.51257908,03/20/2022,££
El Vino,30 New Bridge Street,London,Blackfriars,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,531661.0001,181001.0001,-0.102453495,51.51209202,03/20/2022,££
Camino,33 Blackfriars Lane,London,Blackfriars,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,531712.0001,181070.0001,-0.101693114,51.51270027,03/20/2022,£
Jamies,36 Tudor Street,London,Fleet Street,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531455.0001,180926.0001,-0.105448665,51.51146592,03/20/2022,££
Olde Cock Tavern,22 Fleet Street,London,Temple,City and County of the City of London,,,E09000001,Farringdon Without,E05009305,531213.0001,181123.0001,-0.108861028,51.51329274,03/20/2022,£
Punch Tavern,99 Fleet Street,London,Temple,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531601.0001,181163.0001,-0.10325724,51.51356198,03/20/2022,£
Old Bell,95 Fleet Street,London,Temple,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531559.0001,181163.0001,-0.103862222,51.51357177,03/20/2022,£££
Tipperary,66 Fleet Street,London,Temple,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531409.0001,181162.0001,-0.106023249,51.51359769,03/20/2022,££
Hack & Hop,35 Whitefriars Street,London,Fleet Street,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531430.0001,181150.0001,-0.105725232,51.51348496,03/20/2022,£££
Crown & Sugar Loaf,26 Bride Lane,London,Temple,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531591.0001,181146.0001,-0.103407631,51.51341152,03/20/2022,£££
Harrow,22 Whitefriars Street,London,Fleet Street,City and County of the City of London,,,E09000001,Castle Baynard,E05009297,531472.0001,181029.0001,-0.105165385,51.51238769,03/20/2022,££
Bush Hill Park,,Enfield,,Enfield,,,E09000010,Bush Hill Park,E05000194,533827.0001,195494.0001,-0.065732008,51.64183562,03/20/2022,£
Lincoln Arms,155 Percival Road,Enfield,,Enfield,,,E09000010,Southbury,E05000207,533938.0001,196106.0001,-0.063894318,51.64730932,03/20/2022,£
Meeting,253 Southbury Road,Enfield,,Enfield,,,E09000010,Southbury,E05000207,534161.0001,196317.0001,-0.060591843,51.64915243,03/20/2022,£
TGI Fridays,"Enfield Retail Park, Great Cambridge Road (A10)",Enfield,,Enfield,,,E09000010,Southbury,E05000207,534226.0001,196510.0001,-0.059578712,51.65087143,03/20/2022,£
Bar Form,7 Genotin Road,Enfield,,Enfield,,,E09000010,Grange,E05000200,532936.0001,196542.0001,-0.078203913,51.65146558,03/20/2022,£
Taps,29 Silver Street,Enfield,,Enfield,,,E09000010,Town,E05000210,532893.0001,196646.0001,-0.078785639,51.65241041,03/20/2022,£££
Jolly Butchers,168 Baker Street,Enfield,,Enfield,,,E09000010,Town,E05000210,532907.0001,197380.0001,-0.078304296,51.65900371,03/20/2022,££
Wheatsheaf,185 Baker Street,Enfield,,Enfield,,,E09000010,Town,E05000210,532963.0001,197458.0001,-0.077465412,51.65969147,03/20/2022,££
Hop Poles,320 Baker Street,Enfield,,Enfield,,,E09000010,Chase,E05000195,533098.0001,197822.0001,-0.075375972,51.66293084,03/20/2022,££
Toby,801 Great Cambridge Road,Enfield,Carterhatch,Enfield,,,E09000010,Southbury,E05000207,534326.0001,197370.0001,-0.057803522,51.65857645,03/20/2022,££
Wonder,1 Batley Road,Enfield,,Enfield,,,E09000010,Chase,E05000195,532510.0001,197807.0001,-0.083879125,51.66293501,03/20/2022,££
Six Bells,187 Chase Side,Enfield,,Enfield,,,E09000010,Town,E05000210,532420.0001,197501.0001,-0.085295715,51.66020614,03/20/2022,£
O'Neill's,5 The Town,Enfield,,Enfield,,,E09000010,Grange,E05000200,532818.0001,196526.0001,-0.079914831,51.65134967,03/20/2022,£
King's Head,9 Market Place,Enfield,,Enfield,,,E09000010,Town,E05000210,532737.0001,196620.0001,-0.081049415,51.65221361,03/20/2022,£
Moon Under Water,115/117 Chase Side,Enfield,,Enfield,,,E09000010,Town,E05000210,532379.0001,197328.0001,-0.085953719,51.65866101,03/20/2022,££
Stag,35 Little Park Gardens,Enfield,,Enfield,,,E09000010,Town,E05000210,532468.0001,196634.0001,-0.084930644,51.65240289,03/20/2022,£
Crown & Horseshoes,15 Horseshoe Lane,Enfield,,Enfield,,,E09000010,Town,E05000210,532422.0001,196983.0001,-0.085463065,51.65555028,03/20/2022,£
Cricketers,19 Chase Side Place,Enfield,,Enfield,,,E09000010,Town,E05000210,532403.0001,197014.0001,-0.085725858,51.65583336,03/20/2022,£
Robin Hood,240 The Ridgeway,Enfield,Botany Bay,Enfield,,,E09000010,Chase,E05000195,529511.0001,199248.0001,-0.126685688,51.67658519,03/20/2022,££
Ridgeway,76 The Ridgeway,Enfield,,Enfield,,,E09000010,Highlands,E05000202,531200.0001,197729.0001,-0.102840027,51.66254142,03/20/2022,££
Rose & Crown,Clay Hill,Enfield,Clay Hill,Enfield,,,E09000010,Chase,E05000195,532611.0001,198695.0001,-0.082082438,51.67089183,03/20/2022,£
Plough,Cattlegate Road,Enfield,Crews Hill,Enfield,,,E09000010,Chase,E05000195,531419.0001,199983.0001,-0.098826933,51.68274759,03/20/2022,£££
Pied Bull,Bulls Cross,Enfield,Bulls Cross,Enfield,,,E09000010,Chase,E05000195,534276.0001,199498.0001,-0.057708023,51.6777129,03/20/2022,££
Whitewebbs House,Whitewebbs Lane,Enfield,Bulls Cross,Enfield,,,E09000010,Chase,E05000195,532873.0001,199475.0001,-0.077998694,51.67783991,03/20/2022,£££
King & Tinker,Whitewebbs Lane,Enfield,Bulls Cross,Enfield,,,E09000010,Chase,E05000195,533728.0001,199752.0001,-0.065532623,51.68012639,03/20/2022,££
Picture Palace,"Howard Hall, Lincoln Road",Ponders End,,Enfield,,,E09000010,Ponders End,E05000206,535127.0001,195646.0001,-0.046895455,51.64289075,03/20/2022,£
Goat,250 High Street,Enfield,Ponders End,Enfield,,,E09000010,Ponders End,E05000206,535199.0001,196057.0001,-0.045696574,51.64656712,03/20/2022,£££
Navigation,"Conduit Lane, Wharf Road",Enfield,Ponders End,Enfield,,,E09000010,Ponders End,E05000206,536441.0001,195707.0001,-0.027891374,51.64312163,03/20/2022,££
Sporting Green,129 Hertford Road,Enfield,Enfield Wash,Enfield,,,E09000010,Enfield Highway,E05000198,535185.0001,197113.0001,-0.045490546,51.6560608,03/20/2022,£££
Red Lion,375 Hertford Road,Enfield,Enfield Wash,Enfield,,,E09000010,Enfield Highway,E05000198,535347.0001,197938.0001,-0.042830316,51.66343609,03/20/2022,££
White House,570 Hertford Road,Enfield,Enfield Wash,Enfield,,,E09000010,Turkey Street,E05000211,535531.0001,198474.0001,-0.039963348,51.66820876,03/20/2022,££
Railway Inn,229 Ordnance Road,Enfield,Enfield Lock,Enfield,,,E09000010,Enfield Lock,E05000199,536506.0001,198752.0001,-0.025763332,51.67047105,03/20/2022,£
Greyhound,425 Ordnance Road,Enfield,Enfield Lock,Enfield,,,E09000010,Enfield Lock,E05000199,537122.0001,198631.0001,-0.016907587,51.66923361,03/20/2022,£££
Sun & Woolpack,640 Hertford Road,Enfield,Enfield Wash,Enfield,,,E09000010,Turkey Street,E05000211,535578.0001,198770.0001,-0.039169174,51.67085756,03/20/2022,£
Prince Albert,611 Hertford Road,Enfield,Enfield Wash,Enfield,,,E09000010,Enfield Lock,E05000199,535621.0001,198766.0001,-0.038549222,51.67081124,03/20/2022,£
Inn On The Park,"2 Solar Way, Inova Park, Mollison Avenue",Enfield,Enfield Lock,Enfield,,,E09000010,Enfield Lock,E05000199,536904.0001,199419.0001,-0.019749414,51.67636843,03/20/2022,££
Lord Kitchener,"49 East Barnet Road, East",New Barnet,Barnet,Barnet,,,E09000003,East Barnet,E05000048,526615.0001,196153.0001,-0.169673143,51.64942878,03/20/2022,££
Railway Tavern,3 East Barnet Road,New Barnet,Barnet,Barnet,,,E09000003,High Barnet,E05000056,526395.0001,196175.0001,-0.172843734,51.64967602,03/20/2022,£££
Railway Bell,13 East Barnet Road,New Barnet,Barnet,Barnet,,,E09000003,High Barnet,E05000056,526395.0001,196175.0001,-0.172843734,51.64967602,03/20/2022,£
Prince Of Wales,2 Church Hill Road,East Barnet,Barnet,Barnet,,,E09000003,East Barnet,E05000048,527210.0001,195237.0001,-0.161409816,51.64106176,03/20/2022,££
Cock Inn,Chalk Lane,Cockfosters,Barnet,Barnet,,,E09000003,East Barnet,E05000048,527761.0001,196689.0001,-0.152920121,51.65398684,03/20/2022,££
Builders Arms,3 Albert Road,New Barnet,Barnet,Barnet,,,E09000003,East Barnet,E05000048,526483.0001,196231.0001,-0.171552054,51.65015954,03/20/2022,££
Queens Arms,Great North Road,High Barnet,Barnet,Barnet,,,E09000003,Oakleigh,E05000058,525445.0001,195753.0001,-0.186720794,51.64609599,03/20/2022,££
Weaver's Bar,"27 Greenhill Parade,  Great North Road",High Barnet,Barnet,Barnet,,,E09000003,Oakleigh,E05000058,525594.0001,195704.0001,-0.184585792,51.64562232,03/20/2022,£
Lord Nelson,14 West End Lane,High Barnet,Barnet,Barnet,,,E09000003,Underhill,E05000060,523875.0001,196352.0001,-0.209190588,51.65182786,03/20/2022,£
Arkley (Village Inn & Dining),Barnet Road,High Barnet,Arkley,Barnet,,,E09000003,High Barnet,E05000056,523188.0001,196305.0001,-0.219133638,51.65155641,03/20/2022,££
Miller & Carter Steakhouse,Stirling Corner,High Barnet,Arkley,Barnet,,,E09000003,High Barnet,E05000056,520926.0001,195262.0001,-0.252178312,51.64267303,03/20/2022,£
Gate,Barnet Road,High Barnet,Arkley,Barnet,,,E09000003,Underhill,E05000060,521715.0001,195146.0001,-0.240820515,51.64146017,03/20/2022,£
Black Horse,"92, Wood Street",High Barnet,Barnet,Barnet,,,E09000003,High Barnet,E05000056,524332.0001,196470.0001,-0.202545463,51.65278752,03/20/2022,£££
Sebright Arms,9 Alston Road,High Barnet,Barnet,Barnet,,,E09000003,High Barnet,E05000056,524087.0001,196779.0001,-0.20597585,51.65561891,03/20/2022,£
Hadley Hotel,113 Hadley Road,High Barnet,Barnet,Barnet,,,E09000003,High Barnet,E05000056,525755.0001,196867.0001,-0.181841588,51.65603908,03/20/2022,£££
"Olde Mitre Inne, Ye",58 High Street,High Barnet,Barnet,Barnet,,,E09000003,High Barnet,E05000056,524662.0001,196459.0001,-0.197781149,51.65261556,03/20/2022,£££
King's Head,84 High Street,High Barnet,Barnet,Barnet,,,E09000003,High Barnet,E05000056,524554.0001,196501.0001,-0.199326694,51.65301699,03/20/2022,£££
"Olde Monken Holt, Ye",193 High Street,High Barnet,Barnet,Barnet,,,E09000003,High Barnet,E05000056,524502.0001,196979.0001,-0.199907815,51.65732469,03/20/2022,£££
Red Lion,31 High Street,High Barnet,Barnet,Barnet,,,E09000003,Underhill,E05000060,524641.0001,196423.0001,-0.198097415,51.65229665,03/20/2022,££
Butchers Arms,148 High Street,High Barnet,Barnet,Barnet,,,E09000003,High Barnet,E05000056,524515.0001,196755.0001,-0.199799749,51.65530854,03/20/2022,££
Boat,346 Ealing Road,Alperton,Wembley,Brent,,,E09000005,Alperton,E05000085,517955.0001,183459.0001,-0.299067153,51.53721416,03/20/2022,£££
Apna Lounge,5 Heather Park Parade,Alperton,Wembley,Brent,,,E09000005,Alperton,E05000085,519005.0001,184074.0001,-0.283725259,51.5425216,03/20/2022,£££
Flannery's Bar,610-612 High Road,Wembley,,Brent,,,E09000005,Wembley Central,E05000104,517976.0001,185070.0001,-0.298224241,51.55169019,03/20/2022,£
Savannah Lounge,"4 Lancelot Rd, Lancelot Parade",Wembley,,Brent,,,E09000005,Wembley Central,E05000104,518005.0001,185108.0001,-0.29779337,51.55202569,03/20/2022,£££
Saffran,551 High Road,Wembley,,Brent,,,E09000005,Wembley Central,E05000104,517878.0001,185049.0001,-0.299644237,51.55152192,03/20/2022,£
Swan,789 Harrow Road,Sudbury,Wembley,Brent,,,E09000005,Sudbury,E05000101,516761.0001,185443.0001,-0.315618276,51.55529572,03/20/2022,££
Black Horse,1018 Harrow Rd,Sudbury,Wembley,Brent,,,E09000005,Northwick Park,E05000096,515905.0001,185947.0001,-0.327794989,51.56000253,03/20/2022,£
Himalayan Club (Bar & Restaurant),32-34 Watford Road,Sudbury,Wembley,Brent,,,E09000005,Sudbury,E05000101,516784.0001,185527.0001,-0.315258733,51.556046,03/20/2022,££
Moonbay,"1-2 Court Parade, East Lane",Wembley,North Wembley,Brent,,,E09000005,Northwick Park,E05000096,516628.0001,186143.0001,-0.317303786,51.56161521,03/20/2022,££
Panthers,3-4 Glenmore Parade,Alperton,Wembley,Brent,,,E09000005,Alperton,E05000085,518164.0001,183925.0001,-0.295898297,51.54135906,03/20/2022,£
Balkan,66C Ealing Road,Wembley,,Brent,,,E09000005,Wembley Central,E05000104,518109.0001,184656.0001,-0.29644569,51.54794114,03/20/2022,£
Frankie & Benny's,St. George's Shopping Centre,Harrow,,Harrow,,,E09000015,Greenhill,E05000288,515196.0001,188261.0001,-0.337260516,51.58094745,03/20/2022,££
O'Neill's,335-339 Station Road,Harrow,,Harrow,,,E09000015,Greenhill,E05000288,515512.0001,188184.0001,-0.332726782,51.58019064,03/20/2022,£
Moon On The Hill,373-375 Station Road,Harrow,,Harrow,,,E09000015,Greenhill,E05000288,515516.0001,188048.0001,-0.332713819,51.57896738,03/20/2022,££
Trinity Bar,380 Station Road,Harrow,,Harrow,,,E09000015,Greenhill,E05000288,515551.0001,188068.0001,-0.332202299,51.57913997,03/20/2022,££
Junction,8 Gayton Road,Harrow,,Harrow,,,E09000015,Greenhill,E05000288,515636.0001,188071.0001,-0.33097503,51.5791495,03/20/2022,£££
Harrow,269-271 Station Road,Harrow,,Harrow,,,E09000015,Greenhill,E05000288,515660.0001,188456.0001,-0.330501947,51.58260517,03/20/2022,££
Wards,38-40 Lowlands Road,Harrow,,Harrow,,,E09000015,Greenhill,E05000288,515133.0001,188024.0001,-0.338247166,51.57883003,03/20/2022,£
Rising Sun,138 Greenford Road,Sudbury Hill,,Harrow,,,E09000015,Harrow on the Hill,E05000289,515576.0001,185846.0001,-0.332572639,51.5591622,03/20/2022,£
Mumbai Junction,231 Watford Rd,Sudbury,Harrow,Brent,,,E09000005,Northwick Park,E05000096,516413.0001,186815.0001,-0.320181724,51.56769994,03/20/2022,£
Blue Zenzer,280 Watford Road,Northwick Park,,Brent,,,E09000005,Northwick Park,E05000096,516299.0001,187274.0001,-0.321674008,51.57184921,03/20/2022,£
Maya Pub,"3 Shaftesbury Parade, Shaftesbury Ave",Harrow,,Harrow,,,E09000015,Harrow on the Hill,E05000289,514125.0001,187210.0001,-0.353053994,51.57171829,03/20/2022,££
White Horse,50 Middle Road,Harrow,,Harrow,,,E09000015,Harrow on the Hill,E05000289,514740.0001,186987.0001,-0.344255704,51.56958897,03/20/2022,£
Salt Bar,1 Roxeth Hill,South Harrow,,Harrow,,,E09000015,Harrow on the Hill,E05000289,514768.0001,186897.0001,-0.343881236,51.56877429,03/20/2022,£
Star,2 South Hill Ave,South Harrow,Harrow,Harrow,,,E09000015,Harrow on the Hill,E05000289,514349.0001,186465.0001,-0.350065358,51.56497633,03/20/2022,££
Saras,"28 The Broadwalk, Pinner Road",North Harrow,,Harrow,,,E09000015,Headstone North,E05000292,513549.0001,188830.0001,-0.360838706,51.58639631,03/20/2022,£££
Kohinur Restaurant & Bar,"14A Broadwalk,  Pinner Road",North Harrow,,Harrow,,,E09000015,Headstone North,E05000292,513549.0001,188830.0001,-0.360838706,51.58639631,03/20/2022,££
Three Wishes,"19-20 The Broadwalk, Pinner Road",North Harrow,Harrow,Harrow,,,E09000015,Headstone North,E05000292,513549.0001,188830.0001,-0.360838706,51.58639631,03/20/2022,££
McCafferty's Freehouse,"25 Broadwalk, Pinner Road",North Harrow,Harrow,Harrow,,,E09000015,Headstone North,E05000292,513549.0001,188830.0001,-0.360838706,51.58639631,03/20/2022,££
Blueroom Sports Venue,Headstone Lane,Headstone,,Harrow,,,E09000015,Headstone North,E05000292,513617.0001,190064.0001,-0.359457894,51.59747463,03/20/2022,££
Shawl,320 Northolt Road,South Harrow,,Harrow,,,E09000015,Roxeth,E05000302,514058.0001,186188.0001,-0.354352218,51.56254541,03/20/2022,£££
O'Donnell's,399 Northolt Road,South Harrow,Harrow,Harrow,,,E09000015,Roxeth,E05000302,513918.0001,185895.0001,-0.356466234,51.55994002,03/20/2022,££
Horseshoe,326 Eastcote Lane,South Harrow,,Harrow,,,E09000015,Roxbourne,E05000301,512789.0001,185993.0001,-0.372716147,51.56104786,03/20/2022,£
Man of Aran,424-426 Alexandra Avenue,Rayners Lane,Harrow,Harrow,,,E09000015,Rayners Lane,E05000300,512994.0001,187321.0001,-0.369332676,51.57294389,03/20/2022,£
Fizz Sports Bar,217 Kenton Road,Kenton,Harrow,Brent,,,E09000005,Kenton,E05000093,516886.0001,188509.0001,-0.312795779,51.58282857,03/20/2022,£
Fleadh,278 Preston Road,Wembley,,Brent,,,E09000005,Barnhill,E05000086,518303.0001,187400.0001,-0.292725288,51.57256472,03/20/2022,£
Blue Ginger,383 Kenton Road,Kenton,Harrow,Brent,,,E09000005,Kenton,E05000093,517523.0001,188907.0001,-0.303471997,51.58627347,03/20/2022,£££
Club KTM,32 Railway Approach,Wealdstone,Harrow,Harrow,,,E09000015,Greenhill,E05000288,515601.0001,189279.0001,-0.331082112,51.59001486,03/20/2022,£
Barretts Freehouse,9 Masons Ave,Wealdstone,,Harrow,,,E09000015,Marlborough,E05000296,515492.0001,189534.0001,-0.332571076,51.5923293,03/20/2022,£
Shanakee,91 High Street,Wealdstone,,Harrow,,,E09000015,Wealdstone,E05000304,515353.0001,189984.0001,-0.334429017,51.59640264,03/20/2022,£
Laurels,339 High Road,Harrow Weald,Harrow,Harrow,,,E09000015,Wealdstone,E05000304,515073.0001,190762.0001,-0.338214786,51.60345302,03/20/2022,£
Cosy Bar,6 Weald Lane,Harrow Weald,Harrow,Harrow,,,E09000015,Wealdstone,E05000304,515063.0001,190712.0001,-0.33837554,51.60300564,03/20/2022,£££
Duck In The Pond,Kenton Lane,Harrow Weald,,Harrow,,,E09000015,Harrow Weald,E05000290,515901.0001,190871.0001,-0.326226964,51.60426294,03/20/2022,£
Leefe Robinson VC,375 Uxbridge Road,Harrow Weald,,Harrow,,,E09000015,Harrow Weald,E05000290,515557.0001,191819.0001,-0.330879994,51.61285477,03/20/2022,££
Bombay Central,328 High Road,Harrow Weald,Harrow,Harrow,,,E09000015,Harrow Weald,E05000290,515095.0001,190825.0001,-0.337876543,51.60401481,03/20/2022,££
Hare,Brookshill,Harrow Weald,,Harrow,,,E09000015,Harrow Weald,E05000290,514810.0001,192606.0001,-0.341406972,51.62008163,03/20/2022,£
Case Is Altered,Old Redding,Harrow Weald,,Harrow,,,E09000015,Harrow Weald,E05000290,514478.0001,192587.0001,-0.346207236,51.61997849,03/20/2022,££
Grim's Dyke Hotel,Old Redding,Harrow Weald,,Harrow,,,E09000015,Harrow Weald,E05000290,514740.0001,192470.0001,-0.342462313,51.61887346,03/20/2022,£
TJ's Sports Bar,108 High Street,Wealdstone,Harrow,Harrow,,,E09000015,Marlborough,E05000296,515409.0001,189923.0001,-0.333640877,51.59584286,03/20/2022,£££
Dalys,100 High Street,Wealdstone,Harrow,Harrow,,,E09000015,Marlborough,E05000296,515409.0001,189923.0001,-0.333640877,51.59584286,03/20/2022,£
Everest Lounge,60 Peel Road,Wealdstone,Harrow,Harrow,,,E09000015,Marlborough,E05000296,515653.0001,189687.0001,-0.330197245,51.59367152,03/20/2022,£
Beefeater,Kenton Road,Kenton,Harrow,Harrow,,,E09000015,Kenton West,E05000295,516712.0001,188419.0001,-0.315336155,51.58205568,03/20/2022,£
New Moon,25-26 Kenton Park Parade,Kenton,Harrow,Harrow,,,E09000015,Kenton West,E05000295,517617.0001,188981.0001,-0.302090881,51.58691899,03/20/2022,£
Funky Brownz,"Belmont Circle, Kenton Lane",Belmont,,Harrow,,,E09000015,Belmont,E05000285,516546.0001,190542.0001,-0.317025931,51.60117259,03/20/2022,£
Life Of Riley,7a Warwick Parade,Belmont,,Harrow,,,E09000015,Kenton West,E05000295,516587.0001,190447.0001,-0.316465733,51.6003102,03/20/2022,£££
Circle Lounge,"12-13 Station Parade, Kenton Lane",Belmont,,Harrow,,,E09000015,Kenton West,E05000295,516508.0001,190455.0001,-0.317603318,51.60039846,03/20/2022,£
Badger Kelly's,"14 Station Parade, Kenton Lane",Belmont,,Harrow,,,E09000015,Kenton West,E05000295,516508.0001,190455.0001,-0.317603318,51.60039846,03/20/2022,£££
Buckley's Bar,187 Streatfield Road,Queensbury,Harrow,Harrow,,,E09000015,Queensbury,E05000299,518139.0001,189940.0001,-0.294236016,51.59542963,03/20/2022,££
Frosty's,404 Kenton Road,Kenton,Harrow,Harrow,,,E09000015,Kenton East,E05000294,517859.0001,188978.0001,-0.298600054,51.58684146,03/20/2022,£
J J Moons,12 Victoria Road,Ruislip Manor,,Hillingdon,,,E09000017,Manor,E05000334,510037.0001,187258.0001,-0.412008333,51.57296262,03/20/2022,£
Hennessys,36 Victoria Road,Ruislip Manor,Ruislip,Hillingdon,,,E09000017,Manor,E05000334,510093.0001,187145.0001,-0.411235926,51.57193594,03/20/2022,£££
Manor Bar,68 Victoria Road,Ruislip Manor,Ruislip,Hillingdon,,,E09000017,Manor,E05000334,510123.0001,187068.0001,-0.410827313,51.57123793,03/20/2022,£
Black Bull,Victoria Road,South Ruislip,Ruislip,Hillingdon,,,E09000017,South Ruislip,E05000338,510925.0001,185950.0001,-0.399611532,51.56103109,03/20/2022,£££
Chiquito,1 The Old Dairy,South Ruislip,,Hillingdon,,,E09000017,South Ruislip,E05000338,511008.0001,185678.0001,-0.398500441,51.55856978,03/20/2022,£
Middlesex Arms,Long Drive,South Ruislip,,Hillingdon,,,E09000017,South Ruislip,E05000338,511216.0001,185511.0001,-0.395553749,51.55702765,03/20/2022,£
Ruislip Social Club,Grosvenor Vale,Ruislip,,Hillingdon,,,E09000017,Manor,E05000334,509636.0001,186755.0001,-0.417949951,51.56851931,03/20/2022,£
Hop & Vine,18 High Street,Ruislip,,Hillingdon,,,E09000017,West Ruislip,E05000343,509134.0001,187509.0001,-0.424956599,51.57539442,03/20/2022,££
Cafe Rouge at the Swan,10 High Street,Ruislip,,Hillingdon,,,E09000017,West Ruislip,E05000343,509096.0001,187580.0001,-0.425482742,51.57604,03/20/2022,££
White Bear,Ickenham Road,Ruislip,,Hillingdon,,,E09000017,West Ruislip,E05000343,508820.0001,187051.0001,-0.429628378,51.57133817,03/20/2022,££
Fairway,"Ruislip Golf Centre, Ickenham Rd",Ruislip,,Hillingdon,,,E09000017,West Ruislip,E05000343,508695.0001,187072.0001,-0.431425016,51.57155106,03/20/2022,£££
Orchard,Ickenham Road,Ruislip,,Hillingdon,,,E09000017,West Ruislip,E05000343,508801.0001,187164.0001,-0.429867453,51.5723576,03/20/2022,££
Woodman,Breakspear Road,Ruislip,,Hillingdon,,,E09000017,West Ruislip,E05000343,508143.0001,188625.0001,-0.438909398,51.58561722,03/20/2022,£
Plough,154 Bury Street,Ruislip,,Hillingdon,,,E09000017,Eastcote and East Ruislip,E05000329,508762.0001,188329.0001,-0.430069189,51.58283732,03/20/2022,£££
George,2 High Street,Ruislip,,Hillingdon,,,E09000017,Eastcote and East Ruislip,E05000329,508629.0001,188531.0001,-0.431925695,51.58467875,03/20/2022,£££
Arens Bar & Grill (at the Six Bells),Duck Hills Road,Ruislip,,Hillingdon,,,E09000017,West Ruislip,E05000343,508383.0001,189008.0001,-0.435327998,51.58901389,03/20/2022,££
Waters Edge,Reservoir Road,Ruislip,,Hillingdon,,,E09000017,West Ruislip,E05000343,508665.0001,189183.0001,-0.431204349,51.59053264,03/20/2022,££
Lounge 101,101-3 High Street,Ruislip,,Hillingdon,,,E09000017,West Ruislip,E05000343,509364.0001,187251.0001,-0.421718889,51.57303068,03/20/2022,£
Crock of Gold,153 High Street,Ruislip,,Hillingdon,,,E09000017,West Ruislip,E05000343,509419.0001,187160.0001,-0.420953832,51.57220201,03/20/2022,££
Venue 5,446 Field End Road,Ruislip,,Hillingdon,,,E09000017,Cavendish,E05000327,511694.0001,186790.0001,-0.388254366,51.56842993,03/20/2022,£
Geo Bar,163 Field End Road,Eastcote,Pinner,Hillingdon,,,E09000017,Eastcote and East Ruislip,E05000329,511033.0001,187836.0001,-0.397457901,51.57796287,03/20/2022,£
Captain Morgans,210 Field End Road,Eastcote,Pinner,Hillingdon,,,E09000017,Cavendish,E05000327,511096.0001,187653.0001,-0.396606902,51.57630549,03/20/2022,££
Champers,184 Field End Road,Eastcote,Pinner,Hillingdon,,,E09000017,Cavendish,E05000327,511054.0001,187728.0001,-0.397189092,51.57698793,03/20/2022,£
